cell_id,dataset,n_train,method,seed,tuning_budget,status,metric,value
adult__n5000__ctgan__seed4__budget20,adult,5000,ctgan,4,20,ok,metric_tstr_auroc_mean,0.8509855433578891
adult__n5000__marginals__seed0__budget0,adult,5000,marginals,0,0,ok,metric_tstr_auroc_mean,0.49029509554074413
adult__n5000__marginals__seed1__budget0,adult,5000,marginals,1,0,ok,metric_tstr_auroc_mean,0.4308176076295028
adult__n5000__marginals__seed2__budget0,adult,5000,marginals,2,0,ok,metric_tstr_auroc_mean,0.5051145078860665
adult__n5000__marginals__seed3__budget0,adult,5000,marginals,3,0,ok,metric_tstr_auroc_mean,0.5542139555518871
adult__n5000__marginals__seed4__budget0,adult,5000,marginals,4,0,ok,metric_tstr_auroc_mean,0.4519838977046835
adult__n5000__real_subsample__seed0__budget0,adult,5000,real_subsample,0,0,ok,metric_tstr_auroc_mean,0.9033162405508209
adult__n5000__real_subsample__seed1__budget0,adult,5000,real_subsample,1,0,ok,metric_tstr_auroc_mean,0.9048240681510218
adult__n5000__real_subsample__seed2__budget0,adult,5000,real_subsample,2,0,ok,metric_tstr_auroc_mean,0.9053605390588996
adult__n5000__real_subsample__seed3__budget0,adult,5000,real_subsample,3,0,ok,metric_tstr_auroc_mean,0.9052753760756072
adult__n5000__real_subsample__seed4__budget0,adult,5000,real_subsample,4,0,ok,metric_tstr_auroc_mean,0.9057449762007937
adult__n5000__smote__seed0__budget0,adult,5000,smote,0,0,ok,metric_tstr_auroc_mean,0.8895058655413631
adult__n5000__smote__seed0__budget20,adult,5000,smote,0,20,ok,metric_tstr_auroc_mean,0.891792842010414
adult__n5000__smote__seed1__budget0,adult,5000,smote,1,0,ok,metric_tstr_auroc_mean,0.892991421796221
adult__n5000__smote__seed1__budget20,adult,5000,smote,1,20,ok,metric_tstr_auroc_mean,0.8939766427298927
adult__n5000__smote__seed2__budget0,adult,5000,smote,2,0,ok,metric_tstr_auroc_mean,0.8939054084727927
adult__n5000__smote__seed2__budget20,adult,5000,smote,2,20,ok,metric_tstr_auroc_mean,0.895440814091056
adult__n5000__smote__seed3__budget0,adult,5000,smote,3,0,ok,metric_tstr_auroc_mean,0.8949793605510962
adult__n5000__smote__seed3__budget20,adult,5000,smote,3,20,ok,metric_tstr_auroc_mean,0.8978433903895228
adult__n5000__smote__seed4__budget0,adult,5000,smote,4,0,ok,metric_tstr_auroc_mean,0.8948858575280466
adult__n5000__smote__seed4__budget20,adult,5000,smote,4,20,ok,metric_tstr_auroc_mean,0.8953539745018331
adult__n5000__tabddpm__seed0__budget0,adult,5000,tabddpm,0,0,ok,metric_tstr_auroc_mean,0.8767155332810576
adult__n5000__tabddpm__seed0__budget20,adult,5000,tabddpm,0,20,ok,metric_tstr_auroc_mean,0.882135527365648
adult__n5000__tabddpm__seed1__budget0,adult,5000,tabddpm,1,0,ok,metric_tstr_auroc_mean,0.8777320078688704
adult__n5000__tabddpm__seed1__budget20,adult,5000,tabddpm,1,20,ok,metric_tstr_auroc_mean,0.8731346254376372
adult__n5000__tabddpm__seed2__budget0,adult,5000,tabddpm,2,0,ok,metric_tstr_auroc_mean,0.8729052958392659
adult__n5000__tabddpm__seed2__budget20,adult,5000,tabddpm,2,20,ok,metric_tstr_auroc_mean,0.8811040922941471
adult__n5000__tabddpm__seed3__budget0,adult,5000,tabddpm,3,0,ok,metric_tstr_auroc_mean,0.8823253492499123
adult__n5000__tabddpm__seed3__budget20,adult,5000,tabddpm,3,20,ok,metric_tstr_auroc_mean,0.8813550673049807
adult__n5000__tabddpm__seed4__budget0,adult,5000,tabddpm,4,0,ok,metric_tstr_auroc_mean,0.884830434954568
adult__n5000__tabddpm__seed4__budget20,adult,5000,tabddpm,4,20,ok,metric_tstr_auroc_mean,0.8840111120282289
adult__n5000__tvae__seed0__budget0,adult,5000,tvae,0,0,ok,metric_tstr_auroc_mean,0.8633682454275947
adult__n5000__tvae__seed0__budget20,adult,5000,tvae,0,20,ok,metric_tstr_auroc_mean,0.8915623731798079
adult__n5000__tvae__seed1__budget0,adult,5000,tvae,1,0,ok,metric_tstr_auroc_mean,0.8776385478357168
adult__n5000__tvae__seed1__budget20,adult,5000,tvae,1,20,ok,metric_tstr_auroc_mean,0.8902505365138977
adult__n5000__tvae__seed2__budget0,adult,5000,tvae,2,0,ok,metric_tstr_auroc_mean,0.8669062063652558
adult__n5000__tvae__seed2__budget20,adult,5000,tvae,2,20,ok,metric_tstr_auroc_mean,0.890749821162034
adult__n5000__tvae__seed3__budget0,adult,5000,tvae,3,0,ok,metric_tstr_auroc_mean,0.8754140141901049
adult__n5000__tvae__seed3__budget20,adult,5000,tvae,3,20,ok,metric_tstr_auroc_mean,0.8758597334282551
adult__n5000__tvae__seed4__budget0,adult,5000,tvae,4,0,ok,metric_tstr_auroc_mean,0.8775939673139225
adult__n5000__tvae__seed4__budget20,adult,5000,tvae,4,20,ok,metric_tstr_auroc_mean,0.8906772757131165
adult__n5000__ucsmote__seed0__budget0,adult,5000,ucsmote,0,0,ok,metric_tstr_auroc_mean,0.8936486728159414
adult__n5000__ucsmote__seed0__budget20,adult,5000,ucsmote,0,20,ok,metric_tstr_auroc_mean,0.8943347485606982
adult__n5000__ucsmote__seed1__budget0,adult,5000,ucsmote,1,0,ok,metric_tstr_auroc_mean,0.893534599127821
adult__n5000__ucsmote__seed1__budget20,adult,5000,ucsmote,1,20,ok,metric_tstr_auroc_mean,0.8938034794301947
adult__n5000__ucsmote__seed2__budget0,adult,5000,ucsmote,2,0,ok,metric_tstr_auroc_mean,0.8950503583637702
adult__n5000__ucsmote__seed2__budget20,adult,5000,ucsmote,2,20,ok,metric_tstr_auroc_mean,0.8950284550119342
adult__n5000__ucsmote__seed3__budget0,adult,5000,ucsmote,3,0,ok,metric_tstr_auroc_mean,0.894900517082465
adult__n5000__ucsmote__seed3__budget20,adult,5000,ucsmote,3,20,ok,metric_tstr_auroc_mean,0.8969016322403583
adult__n5000__ucsmote__seed4__budget0,adult,5000,ucsmote,4,0,ok,metric_tstr_auroc_mean,0.8957883444075305
adult__n5000__ucsmote__seed4__budget20,adult,5000,ucsmote,4,20,ok,metric_tstr_auroc_mean,0.894809314018833
adult__n500__copula__seed0__budget0,adult,500,copula,0,0,ok,metric_tstr_auroc_mean,0.7333703046435965
adult__n500__copula__seed1__budget0,adult,500,copula,1,0,ok,metric_tstr_auroc_mean,0.7363558669170397
adult__n500__copula__seed2__budget0,adult,500,copula,2,0,ok,metric_tstr_auroc_mean,0.6483327658667107
adult__n500__copula__seed3__budget0,adult,500,copula,3,0,ok,metric_tstr_auroc_mean,0.7581696278106794
adult__n500__copula__seed4__budget0,adult,500,copula,4,0,ok,metric_tstr_auroc_mean,0.7213778218567507
adult__n500__ctgan__seed0__budget20,adult,500,ctgan,0,20,ok,metric_tstr_auroc_mean,0.6916063518430627
adult__n500__ctgan__seed1__budget20,adult,500,ctgan,1,20,ok,metric_tstr_auroc_mean,0.7415212533446139
adult__n500__ctgan__seed2__budget20,adult,500,ctgan,2,20,ok,metric_tstr_auroc_mean,0.5377766614734872
adult__n500__ctgan__seed3__budget20,adult,500,ctgan,3,20,ok,metric_tstr_auroc_mean,0.6003230260759512
adult__n500__ctgan__seed4__budget20,adult,500,ctgan,4,20,ok,metric_tstr_auroc_mean,0.7318888513443801
adult__n500__marginals__seed0__budget0,adult,500,marginals,0,0,ok,metric_tstr_auroc_mean,0.6556933238411643
adult__n500__marginals__seed1__budget0,adult,500,marginals,1,0,ok,metric_tstr_auroc_mean,0.6268199772325512
adult__n500__marginals__seed2__budget0,adult,500,marginals,2,0,ok,metric_tstr_auroc_mean,0.43642561802273994
adult__n500__marginals__seed3__budget0,adult,500,marginals,3,0,ok,metric_tstr_auroc_mean,0.5620909726377912
adult__n500__marginals__seed4__budget0,adult,500,marginals,4,0,ok,metric_tstr_auroc_mean,0.48472629193234423
adult__n500__real_subsample__seed0__budget0,adult,500,real_subsample,0,0,ok,metric_tstr_auroc_mean,0.8799196346890626
adult__n500__real_subsample__seed1__budget0,adult,500,real_subsample,1,0,ok,metric_tstr_auroc_mean,0.8858278435236581
adult__n500__real_subsample__seed2__budget0,adult,500,real_subsample,2,0,ok,metric_tstr_auroc_mean,0.874011189410041
adult__n500__real_subsample__seed3__budget0,adult,500,real_subsample,3,0,ok,metric_tstr_auroc_mean,0.8709528237483063
adult__n500__real_subsample__seed4__budget0,adult,500,real_subsample,4,0,ok,metric_tstr_auroc_mean,0.8818168217742102
adult__n500__smote__seed0__budget20,adult,500,smote,0,20,ok,metric_tstr_auroc_mean,0.8694601930762195
adult__n500__smote__seed1__budget20,adult,500,smote,1,20,ok,metric_tstr_auroc_mean,0.8645214493785381
adult__n500__smote__seed2__budget20,adult,500,smote,2,20,ok,metric_tstr_auroc_mean,0.8595288393416011
adult__n500__smote__seed3__budget20,adult,500,smote,3,20,ok,metric_tstr_auroc_mean,0.8568178750266537
adult__n500__smote__seed4__budget20,adult,500,smote,4,20,ok,metric_tstr_auroc_mean,0.8655011461106182
adult__n500__tabddpm__seed0__budget20,adult,500,tabddpm,0,20,ok,metric_tstr_auroc_mean,0.8543925140834898
adult__n500__tabddpm__seed1__budget20,adult,500,tabddpm,1,20,ok,metric_tstr_auroc_mean,0.8487588602174944
adult__n500__tabddpm__seed2__budget20,adult,500,tabddpm,2,20,ok,metric_tstr_auroc_mean,0.8509507430373565
adult__n500__tabddpm__seed3__budget20,adult,500,tabddpm,3,20,ok,metric_tstr_auroc_mean,0.5877872584827664
adult__n500__tabddpm__seed4__budget20,adult,500,tabddpm,4,20,ok,metric_tstr_auroc_mean,0.7123166480950318
adult__n500__tvae__seed0__budget20,adult,500,tvae,0,20,ok,metric_tstr_auroc_mean,0.8718904548674878
adult__n500__tvae__seed1__budget20,adult,500,tvae,1,20,ok,metric_tstr_auroc_mean,0.8477862138283018
adult__n500__tvae__seed2__budget20,adult,500,tvae,2,20,ok,metric_tstr_auroc_mean,0.8499423075600311
adult__n500__tvae__seed3__budget20,adult,500,tvae,3,20,ok,metric_tstr_auroc_mean,0.8588743396752028
adult__n500__tvae__seed4__budget20,adult,500,tvae,4,20,ok,metric_tstr_auroc_mean,0.8499008653006198
adult__n500__ucsmote__seed0__budget20,adult,500,ucsmote,0,20,ok,metric_tstr_auroc_mean,0.8605641005138152
adult__n500__ucsmote__seed1__budget20,adult,500,ucsmote,1,20,ok,metric_tstr_auroc_mean,0.8655898127704065
adult__n500__ucsmote__seed2__budget20,adult,500,ucsmote,2,20,ok,metric_tstr_auroc_mean,0.8660377459881831
adult__n500__ucsmote__seed3__budget20,adult,500,ucsmote,3,20,ok,metric_tstr_auroc_mean,0.8555206549252663
adult__n500__ucsmote__seed4__budget20,adult,500,ucsmote,4,20,ok,metric_tstr_auroc_mean,0.8741949712139658
bank__n10000__copula__seed0__budget0,bank,10000,copula,0,0,ok,metric_tstr_auroc_mean,0.6201490349540865
bank__n10000__copula__seed1__budget0,bank,10000,copula,1,0,ok,metric_tstr_auroc_mean,0.5942723419265564
bank__n10000__copula__seed2__budget0,bank,10000,copula,2,0,ok,metric_tstr_auroc_mean,0.6650133224749145
bank__n10000__copula__seed3__budget0,bank,10000,copula,3,0,ok,metric_tstr_auroc_mean,0.6302662443246809
bank__n10000__copula__seed4__budget0,bank,10000,copula,4,0,ok,metric_tstr_auroc_mean,0.6281470968525974
bank__n10000__ctgan__seed0__budget20,bank,10000,ctgan,0,20,ok,metric_tstr_auroc_mean,0.7205495575154895
bank__n10000__ctgan__seed1__budget20,bank,10000,ctgan,1,20,ok,metric_tstr_auroc_mean,0.7106561649343307
bank__n10000__ctgan__seed2__budget20,bank,10000,ctgan,2,20,ok,metric_tstr_auroc_mean,0.7195420959036695
bank__n10000__ctgan__seed3__budget20,bank,10000,ctgan,3,20,ok,metric_tstr_auroc_mean,0.7177819233368804
bank__n10000__ctgan__seed4__budget20,bank,10000,ctgan,4,20,ok,metric_tstr_auroc_mean,0.6702225028891995
bank__n10000__marginals__seed0__budget0,bank,10000,marginals,0,0,ok,metric_tstr_auroc_mean,0.5384624763113257
bank__n10000__marginals__seed1__budget0,bank,10000,marginals,1,0,ok,metric_tstr_auroc_mean,0.5234725317910591
bank__n10000__marginals__seed2__budget0,bank,10000,marginals,2,0,ok,metric_tstr_auroc_mean,0.4657152332330745
bank__n10000__marginals__seed3__budget0,bank,10000,marginals,3,0,ok,metric_tstr_auroc_mean,0.5402125480234482
bank__n10000__marginals__seed4__budget0,bank,10000,marginals,4,0,ok,metric_tstr_auroc_mean,0.4765855481232731
bank__n10000__real_subsample__seed0__budget0,bank,10000,real_subsample,0,0,ok,metric_tstr_auroc_mean,0.7769331201106043
bank__n10000__real_subsample__seed1__budget0,bank,10000,real_subsample,1,0,ok,metric_tstr_auroc_mean,0.7737862106762088
bank__n10000__real_subsample__seed2__budget0,bank,10000,real_subsample,2,0,ok,metric_tstr_auroc_mean,0.7701805606684556
bank__n10000__real_subsample__seed3__budget0,bank,10000,real_subsample,3,0,ok,metric_tstr_auroc_mean,0.7675324006614481
bank__n10000__real_subsample__seed4__budget0,bank,10000,real_subsample,4,0,ok,metric_tstr_auroc_mean,0.7750895563081218
bank__n10000__smote__seed0__budget20,bank,10000,smote,0,20,ok,metric_tstr_auroc_mean,0.7640769811386269
bank__n10000__smote__seed1__budget20,bank,10000,smote,1,20,ok,metric_tstr_auroc_mean,0.762039567730768
bank__n10000__smote__seed2__budget20,bank,10000,smote,2,20,ok,metric_tstr_auroc_mean,0.7594549523582931
bank__n10000__smote__seed3__budget20,bank,10000,smote,3,20,ok,metric_tstr_auroc_mean,0.7594044678131925
bank__n10000__smote__seed4__budget20,bank,10000,smote,4,20,ok,metric_tstr_auroc_mean,0.7649328312892912
bank__n10000__tabddpm__seed0__budget20,bank,10000,tabddpm,0,20,ok,metric_tstr_auroc_mean,0.7582295924265686
bank__n10000__tabddpm__seed1__budget20,bank,10000,tabddpm,1,20,ok,metric_tstr_auroc_mean,0.765071540486869
bank__n10000__tabddpm__seed2__budget20,bank,10000,tabddpm,2,20,ok,metric_tstr_auroc_mean,0.7593490512101494
bank__n10000__tabddpm__seed3__budget20,bank,10000,tabddpm,3,20,ok,metric_tstr_auroc_mean,0.7489693577158496
bank__n10000__tabddpm__seed4__budget20,bank,10000,tabddpm,4,20,ok,metric_tstr_auroc_mean,0.7551786213832726
bank__n10000__tvae__seed0__budget20,bank,10000,tvae,0,20,ok,metric_tstr_auroc_mean,0.7569669855932615
bank__n10000__tvae__seed1__budget20,bank,10000,tvae,1,20,ok,metric_tstr_auroc_mean,0.7259758471204082
bank__n10000__tvae__seed2__budget20,bank,10000,tvae,2,20,ok,metric_tstr_auroc_mean,0.7135264648310731
bank__n10000__tvae__seed3__budget20,bank,10000,tvae,3,20,ok,metric_tstr_auroc_mean,0.7435649861764281
bank__n10000__tvae__seed4__budget20,bank,10000,tvae,4,20,ok,metric_tstr_auroc_mean,0.7379624445488725
bank__n10000__ucsmote__seed0__budget20,bank,10000,ucsmote,0,20,ok,metric_tstr_auroc_mean,0.7682556770946154
bank__n10000__ucsmote__seed1__budget20,bank,10000,ucsmote,1,20,ok,metric_tstr_auroc_mean,0.7624819535999879
bank__n10000__ucsmote__seed2__budget20,bank,10000,ucsmote,2,20,ok,metric_tstr_auroc_mean,0.7681773560144869
bank__n10000__ucsmote__seed3__budget20,bank,10000,ucsmote,3,20,ok,metric_tstr_auroc_mean,0.7620037412618729
bank__n10000__ucsmote__seed4__budget20,bank,10000,ucsmote,4,20,ok,metric_tstr_auroc_mean,0.7658014258776795
bank__n1000__copula__seed0__budget0,bank,1000,copula,0,0,ok,metric_tstr_auroc_mean,0.6118255558725225
bank__n1000__copula__seed1__budget0,bank,1000,copula,1,0,ok,metric_tstr_auroc_mean,0.5572390181811439
bank__n1000__copula__seed2__budget0,bank,1000,copula,2,0,ok,metric_tstr_auroc_mean,0.617769672104951
bank__n1000__copula__seed3__budget0,bank,1000,copula,3,0,ok,metric_tstr_auroc_mean,0.6022866796162779
bank__n1000__copula__seed4__budget0,bank,1000,copula,4,0,ok,metric_tstr_auroc_mean,0.4866588424499465
bank__n1000__ctgan__seed0__budget20,bank,1000,ctgan,0,20,ok,metric_tstr_auroc_mean,0.6434228048100586
bank__n1000__ctgan__seed1__budget20,bank,1000,ctgan,1,20,ok,metric_tstr_auroc_mean,0.5068628994424408
bank__n1000__ctgan__seed2__budget20,bank,1000,ctgan,2,20,ok,metric_tstr_auroc_mean,0.5313466214811245
bank__n1000__ctgan__seed3__budget20,bank,1000,ctgan,3,20,ok,metric_tstr_auroc_mean,0.459723848157324
bank__n1000__ctgan__seed4__budget20,bank,1000,ctgan,4,20,ok,metric_tstr_auroc_mean,0.5354466609770446
bank__n1000__marginals__seed0__budget0,bank,1000,marginals,0,0,ok,metric_tstr_auroc_mean,0.427499793839978
bank__n1000__marginals__seed1__budget0,bank,1000,marginals,1,0,ok,metric_tstr_auroc_mean,0.47681455343766405
bank__n1000__marginals__seed2__budget0,bank,1000,marginals,2,0,ok,metric_tstr_auroc_mean,0.5651412995144093
bank__n1000__marginals__seed3__budget0,bank,1000,marginals,3,0,ok,metric_tstr_auroc_mean,0.39241287716926704
bank__n1000__marginals__seed4__budget0,bank,1000,marginals,4,0,ok,metric_tstr_auroc_mean,0.5464096985565642
bank__n1000__real_subsample__seed0__budget0,bank,1000,real_subsample,0,0,ok,metric_tstr_auroc_mean,0.7264027857841517
bank__n1000__real_subsample__seed1__budget0,bank,1000,real_subsample,1,0,ok,metric_tstr_auroc_mean,0.7215458726763595
bank__n1000__real_subsample__seed2__budget0,bank,1000,real_subsample,2,0,ok,metric_tstr_auroc_mean,0.7343903917198243
bank__n1000__real_subsample__seed3__budget0,bank,1000,real_subsample,3,0,ok,metric_tstr_auroc_mean,0.7208664521024178
bank__n1000__real_subsample__seed4__budget0,bank,1000,real_subsample,4,0,ok,metric_tstr_auroc_mean,0.7482732667860619
bank__n1000__smote__seed0__budget20,bank,1000,smote,0,20,ok,metric_tstr_auroc_mean,0.725833034450622
bank__n1000__smote__seed1__budget20,bank,1000,smote,1,20,ok,metric_tstr_auroc_mean,0.7110058281142296
bank__n1000__smote__seed2__budget20,bank,1000,smote,2,20,ok,metric_tstr_auroc_mean,0.7230967287040643
bank__n1000__smote__seed3__budget20,bank,1000,smote,3,20,ok,metric_tstr_auroc_mean,0.7244177311034118
bank__n1000__smote__seed4__budget20,bank,1000,smote,4,20,ok,metric_tstr_auroc_mean,0.7321455556831314
bank__n1000__tabddpm__seed0__budget20,bank,1000,tabddpm,0,20,ok,metric_tstr_auroc_mean,0.7094063814516743
bank__n1000__tabddpm__seed1__budget20,bank,1000,tabddpm,1,20,ok,metric_tstr_auroc_mean,0.7079920842442844
bank__n1000__tabddpm__seed2__budget20,bank,1000,tabddpm,2,20,ok,metric_tstr_auroc_mean,0.7298046431577165
bank__n1000__tabddpm__seed3__budget20,bank,1000,tabddpm,3,20,ok,metric_tstr_auroc_mean,0.7023859323503151
bank__n1000__tabddpm__seed4__budget20,bank,1000,tabddpm,4,20,ok,metric_tstr_auroc_mean,0.7359678808604192
bank__n1000__tvae__seed0__budget20,bank,1000,tvae,0,20,ok,metric_tstr_auroc_mean,0.718934407180445
bank__n1000__tvae__seed1__budget20,bank,1000,tvae,1,20,ok,metric_tstr_auroc_mean,0.7029736166465241
bank__n1000__tvae__seed2__budget20,bank,1000,tvae,2,20,ok,metric_tstr_auroc_mean,0.7202665757589747
bank__n1000__tvae__seed3__budget20,bank,1000,tvae,3,20,ok,metric_tstr_auroc_mean,0.7017573711578775
bank__n1000__tvae__seed4__budget20,bank,1000,tvae,4,20,ok,metric_tstr_auroc_mean,0.716169870334224
bank__n1000__ucsmote__seed0__budget20,bank,1000,ucsmote,0,20,ok,metric_tstr_auroc_mean,0.7153438492699963
bank__n1000__ucsmote__seed1__budget20,bank,1000,ucsmote,1,20,ok,metric_tstr_auroc_mean,0.6906883337890554
bank__n1000__ucsmote__seed2__budget20,bank,1000,ucsmote,2,20,ok,metric_tstr_auroc_mean,0.7205104364318888
bank__n1000__ucsmote__seed3__budget20,bank,1000,ucsmote,3,20,ok,metric_tstr_auroc_mean,0.7149225134240753
bank__n1000__ucsmote__seed4__budget20,bank,1000,ucsmote,4,20,ok,metric_tstr_auroc_mean,0.7405556417021675
bank__n20000__copula__seed0__budget0,bank,20000,copula,0,0,ok,metric_tstr_auroc_mean,0.5962461515151873
bank__n20000__copula__seed1__budget0,bank,20000,copula,1,0,ok,metric_tstr_auroc_mean,0.6216740075417085
bank__n20000__copula__seed2__budget0,bank,20000,copula,2,0,ok,metric_tstr_auroc_mean,0.6227200773031034
bank__n20000__copula__seed3__budget0,bank,20000,copula,3,0,ok,metric_tstr_auroc_mean,0.6100986253762667
bank__n20000__copula__seed4__budget0,bank,20000,copula,4,0,ok,metric_tstr_auroc_mean,0.6097640740219039
bank__n20000__ctgan__seed0__budget20,bank,20000,ctgan,0,20,ok,metric_tstr_auroc_mean,0.7465483682976785
bank__n20000__ctgan__seed1__budget20,bank,20000,ctgan,1,20,ok,metric_tstr_auroc_mean,0.7291234667711474
bank__n20000__ctgan__seed2__budget20,bank,20000,ctgan,2,20,ok,metric_tstr_auroc_mean,0.7196987380639266
bank__n20000__ctgan__seed3__budget20,bank,20000,ctgan,3,20,ok,metric_tstr_auroc_mean,0.7368756359888717
bank__n20000__ctgan__seed4__budget20,bank,20000,ctgan,4,20,ok,metric_tstr_auroc_mean,0.7418422380653075
bank__n20000__marginals__seed0__budget0,bank,20000,marginals,0,0,ok,metric_tstr_auroc_mean,0.499971985910886
bank__n20000__marginals__seed1__budget0,bank,20000,marginals,1,0,ok,metric_tstr_auroc_mean,0.4966126428767866
bank__n20000__marginals__seed2__budget0,bank,20000,marginals,2,0,ok,metric_tstr_auroc_mean,0.5033150926102384
bank__n20000__marginals__seed3__budget0,bank,20000,marginals,3,0,ok,metric_tstr_auroc_mean,0.4961148206762917
bank__n20000__marginals__seed4__budget0,bank,20000,marginals,4,0,ok,metric_tstr_auroc_mean,0.49462145271596597
bank__n20000__real_subsample__seed0__budget0,bank,20000,real_subsample,0,0,ok,metric_tstr_auroc_mean,0.7810047312245433
bank__n20000__real_subsample__seed1__budget0,bank,20000,real_subsample,1,0,ok,metric_tstr_auroc_mean,0.7837945596638941
bank__n20000__real_subsample__seed2__budget0,bank,20000,real_subsample,2,0,ok,metric_tstr_auroc_mean,0.779382754921306
bank__n20000__real_subsample__seed3__budget0,bank,20000,real_subsample,3,0,ok,metric_tstr_auroc_mean,0.777879779312108
bank__n20000__real_subsample__seed4__budget0,bank,20000,real_subsample,4,0,ok,metric_tstr_auroc_mean,0.7758523089330618
bank__n20000__smote__seed0__budget20,bank,20000,smote,0,20,ok,metric_tstr_auroc_mean,0.7735080228800141
bank__n20000__smote__seed1__budget20,bank,20000,smote,1,20,ok,metric_tstr_auroc_mean,0.7688034314497213
bank__n20000__smote__seed2__budget20,bank,20000,smote,2,20,ok,metric_tstr_auroc_mean,0.7731345279961364
bank__n20000__smote__seed3__budget20,bank,20000,smote,3,20,ok,metric_tstr_auroc_mean,0.7752655913202093
bank__n20000__smote__seed4__budget20,bank,20000,smote,4,20,ok,metric_tstr_auroc_mean,0.7688890717038367
bank__n20000__tabddpm__seed0__budget20,bank,20000,tabddpm,0,20,ok,metric_tstr_auroc_mean,0.7662795001181721
bank__n20000__tabddpm__seed1__budget20,bank,20000,tabddpm,1,20,ok,metric_tstr_auroc_mean,0.7671944757794525
bank__n20000__tabddpm__seed2__budget20,bank,20000,tabddpm,2,20,ok,metric_tstr_auroc_mean,0.7735555876468125
